datetime,time,open,high,low,close,RSI_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0,ATR_14,STOCHk_14_3_3,STOCHd_14_3_3,ma_9,ma_18,ma_50,rsi_divergence,macd_divergence,stoch_divergence,support,resistance,dist_to_support,dist_to_resistance
1982-12-13 00:00:00+00:00,1982-12-13T00:00:00.000Z,1.2371,1.2396,1.2366,1.237,51.21999382563372,-0.0007905282379947476,-0.0007220492248618839,-6.84790131328637e-05,1.2177184616074221,1.23488,1.2520415383925778,2.7794665704486,0.5617660244525922,0.00803931920278431,69.20472844385911,65.01362017553609,1.2296777777777779,1.2328444444444446,1.234686,1,0,1.0,1.2194,1.2599,0.01760000000000006,0.02289999999999992
1982-12-20 00:00:00+00:00,1982-12-20T00:00:00.000Z,1.2361,1.2408,1.2361,1.2408,53.92115699972823,-0.0001494456748818429,-6.477332939918337e-05,-8.467234548265953e-05,1.2193635348462777,1.234175,1.2489864651537224,2.400221225307973,0.7236443164549093,0.007794783160185712,71.93675889328095,71.05352541187544,1.2311666666666667,1.233038888888889,1.235776,1,0,1.0,1.2194,1.2599,0.021399999999999864,0.019100000000000117
1982-12-27 00:00:00+00:00,1982-12-27T00:00:00.000Z,1.243,1.243,1.2297,1.2297,45.92184928059506,-0.0005309400123305608,-0.00035701413347832096,-0.0001739258788522398,1.2204913071341272,1.233085,1.2456786928658727,2.0426317513995795,0.36560733074677104,0.008197201742408688,64.95388669301731,68.69845801005246,1.2315666666666667,1.232272222222222,1.236478,0,0,0.0,1.2194,1.2447,0.010299999999999976,0.014999999999999902
1983-01-03 00:00:00+00:00,1983-01-03T00:00:00.000Z,1.23,1.2313,1.2267,1.2267,44.02104874611869,-0.0010630972281395756,-0.0007113370794298686,-0.000351760148709707,1.2198240181054274,1.232555,1.2452859818945727,2.0657872297094517,0.2700491584825753,0.007934692794461297,51.38339920948601,62.758014931928095,1.2319777777777778,1.2315333333333334,1.237122,0,0,0.0,1.2194,1.2447,0.007299999999999862,0.018000000000000016
1983-01-10 00:00:00+00:00,1983-01-10T00:00:00.000Z,1.2253,1.2253,1.2194,1.2224,41.37735132342506,-0.0018109343946208778,-0.0011673393967289365,-0.0006435949978919412,1.2190785669103783,1.2315,1.2439214330896218,2.0172851140270787,0.13369766055402768,0.007888447088045373,27.14097496706169,47.82608695652167,1.2318666666666667,1.2307,1.2376099999999999,0,0,0.0,1.2194,1.2447,0.0029999999999998916,0.022299999999999986
1983-01-17 00:00:00+00:00,1983-01-17T00:00:00.000Z,1.2223,1.2283,1.2223,1.2283,46.1555130518177,-0.0019055540048884545,-0.0010095672055972105,-0.0008959867992912439,1.2190608403925056,1.230915,1.2427691596074943,1.9260728169685744,0.3897011645453637,0.007751046024456126,25.2964426877467,34.6069389547648,1.2326666666666666,1.230488888888889,1.23806,1,0,0.0,1.2194,1.2447,0.008899999999999908,0.01639999999999997
1983-01-24 00:00:00+00:00,1983-01-24T00:00:00.000Z,1.2322,1.2373,1.2322,1.236,51.68975389835952,-0.0013437254487744799,-0.0003581909195865887,-0.0009855345291878911,1.2191291176175265,1.230845,1.2425608823824734,1.9037136897779092,0.7200005015290918,0.00784179764726005,37.549407114624344,29.995608256477578,1.232422222222222,1.2305555555555554,1.2385840000000001,1,0,1.0,1.2194,1.2447,0.016599999999999948,0.00869999999999993
1983-01-31 00:00:00+00:00,1983-01-31T00:00:00.000Z,1.2367,1.2384,1.2285,1.2285,46.65926779990418,-0.0014865238683572368,-0.00040079147133547646,-0.0010857323970217604,1.2189211888639184,1.230665,1.2424088111360814,1.908530938327079,0.4078237901260066,0.007991166707754892,45.58629776021067,36.14404918752724,1.2316,1.2300166666666668,1.238818,1,0,1.0,1.2194,1.2447,0.009099999999999886,0.016199999999999992
1983-02-07 00:00:00+00:00,1983-02-07T00:00:00.000Z,1.2248,1.2272,1.2247,1.2252,44.60242400648503,-0.0018447103923224795,-0.0006071823962405752,-0.0012375279960819042,1.218371909803106,1.230185,1.2419980901968941,1.9205388127629628,0.2890052510853297,0.007687350484360482,41.50197628458499,41.54589371980667,1.2305111111111111,1.2295944444444444,1.238742,0,0,0.0,1.2194,1.2447,0.005800000000000027,0.01949999999999985
1983-02-14 00:00:00+00:00,1983-02-14T00:00:00.000Z,1.2245,1.2247,1.2235,1.2247,44.283894297744176,-0.0021442045590494008,-0.0007253412503739971,-0.0014188633086754036,1.2180690385019457,1.2295099999999999,1.240950961498054,1.8610603407949804,0.28979039476629476,0.007253789564774871,26.613965744400346,37.90074659639867,1.2291444444444446,1.229411111111111,1.2389839999999999,0,0,0.0,1.2194,1.2447,0.00529999999999986,0.020000000000000018
