datetime,time,open,high,low,close,RSI_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0,ATRr_14,STOCHk_14_3_3,STOCHd_14_3_3,ma_9,ma_18,ma_50,rsi_divergence,macd_divergence,trend_status,is_trending,pp,r1,s1,r2,s2,dist_to_pp,dist_to_r1,dist_to_s1,dist_to_r2,dist_to_s2
2025-09-16 04:50:00+00:00,2025-09-16T04:50:00.000Z,147.308,147.336,147.308,147.32899,35.80774107181399,-0.045030121065082085,-0.007359642868165678,-0.03767047819691641,147.2321959147404,147.3911975,147.5501990852596,0.21575451988522246,0.30438088117664647,0.02994422463748044,25.842269329139032,20.07747589055045,147.31966444444444,147.37833111111112,147.44379940000002,1,0,-1,1,147.31400333333332,147.32099666666664,147.30100666666664,147.33399333333332,147.2940133333333,0.014986666666686688,0.007993333333359942,0.027983333333367,0.00500333333332037,0.034976666666693745
2025-09-16 04:51:00+00:00,2025-09-16T04:51:00.000Z,147.328,147.33701,147.31799,147.31799,34.10199784002072,-0.04363483822052672,-0.0047714880188882425,-0.038863350201638475,147.228506491746,147.381997,147.53548750825402,0.20828935877970117,0.2914952503314425,0.029144251200055135,27.940151114491893,24.584609199706914,147.31599666666668,147.36827555555556,147.4410794,1,0,-1,1,147.32433,147.34066,147.31266,147.35233000000002,147.29632999999998,0.006339999999994461,0.022670000000005075,0.005330000000014934,0.03434000000001447,0.021660000000025548
2025-09-16 04:52:00+00:00,2025-09-16T04:52:00.000Z,147.32401,147.326,147.306,147.312,33.17523302985516,-0.042522239544950935,-0.0029271114746499682,-0.03959512807030097,147.2279153841248,147.37199750000002,147.51607961587524,0.19553526900552656,0.2917940764696715,0.0284758276464521,31.104695887085843,28.295705443572256,147.3114411111111,147.35827555555557,147.4384794,1,0,-1,1,147.32433,147.33067,147.31165000000001,147.34335,147.30531000000002,0.012329999999991514,0.018669999999985976,0.00034999999999740794,0.0313499999999749,0.006689999999991869
2025-09-16 04:53:00+00:00,2025-09-16T04:53:00.000Z,147.313,147.327,147.30701,147.313,33.50014690607021,-0.04108618941970121,-0.0011928490795201988,-0.039893340340181015,147.22896522427135,147.362698,147.49643077572864,0.18150152995793542,0.3141891554660934,0.027856566941201873,32.117332036217924,30.387393012598555,147.30777555555557,147.34860888888886,147.4358392,1,0,-1,1,147.31466666666668,147.32333333333335,147.30333333333337,147.33466666666666,147.2946666666667,0.0016666666666935726,0.010333333333363726,0.009666666666618084,0.021666666666675383,0.018333333333288238
2025-09-16 04:54:00+00:00,2025-09-16T04:54:00.000Z,147.31,147.33501,147.308,147.32899,38.63780108017044,-0.03821730468428086,0.0013408285247201238,-0.039558133209000985,147.23412251457296,147.3545475,147.47497248542703,0.16344929623164273,0.3938862234055415,0.027794883420347333,43.26848606353834,35.49683799561404,147.30988555555555,147.34021944444441,147.4334388,1,1,-1,1,147.31566999999998,147.32432999999997,147.30433999999997,147.33566,147.29567999999998,0.013320000000021537,0.00466000000002964,0.024650000000036698,0.006669999999985521,0.033310000000028595
2025-09-16 04:55:00+00:00,2025-09-16T04:55:00.000Z,147.332,147.358,147.32899,147.35001,44.6875331472815,-0.03385726901197472,0.004560691357621015,-0.03841796036959574,147.2437273342134,147.34769799999998,147.45166866578657,0.14112289122642507,0.511118520702576,0.027883293792809502,60.92361258010934,45.436476893288535,147.31877555555556,147.33510888888887,147.431519,1,1,-1,1,147.32399999999998,147.33999999999997,147.31298999999996,147.35101,147.29698999999997,0.026010000000013633,0.010010000000022501,0.03702000000004091,0.0010000000000047748,0.05302000000003204
2025-09-16 04:56:00+00:00,2025-09-16T04:56:00.000Z,147.355,147.35899,147.34,147.347,44.01828555505541,-0.03029556278426071,0.0064979180682680215,-0.03679348085252873,147.25659480027312,147.341048,147.42550119972688,0.11463634998290531,0.5352384517061305,0.02723708836044537,76.6110647762082,60.26772113995196,147.32488555555557,147.33060944444446,147.429419,1,1,-1,1,147.3456666666667,147.36234333333337,147.33333333333337,147.3746766666667,147.3166566666667,0.001333333333320752,0.015343333333362352,0.013666666666637184,0.027676666666678784,0.030343333333320288
2025-09-16 04:57:00+00:00,2025-09-16T04:57:00.000Z,147.347,147.354,147.328,147.34599,43.781350591558905,-0.027240373428838893,0.007642485938951872,-0.034882859367790765,147.26548884572284,147.33624749999998,147.40700615427713,0.09605057204560928,0.5688431690762309,0.027147309663078115,84.141423017495,73.8920334579375,147.32799666666665,147.3269977777778,147.4273788,1,1,0,0,147.34866333333332,147.35732666666664,147.33833666666663,147.36765333333332,147.32967333333332,0.0026733333333197606,0.011336666666636575,0.007653333333365708,0.021663333333322043,0.016316666666682522
2025-09-16 04:58:00+00:00,2025-09-16T04:58:00.000Z,147.349,147.368,147.345,147.36099,48.23755760538915,-0.02333969375231959,0.009234532492376941,-0.03257422624469653,147.27457942257013,147.3328975,147.39121557742988,0.07916504517244553,0.7408558481181583,0.026846672621665936,87.46869574476494,82.74039451282272,147.33388444444446,147.32810833333335,147.4254388,1,1,0,0,147.34266333333335,147.3573266666667,147.33132666666668,147.36866333333336,147.31666333333334,0.018326666666638403,0.0036633333332929396,0.0296633333333034,0.007673333333372057,0.04432666666664886
2025-09-16 04:59:00+00:00,2025-09-16T04:59:00.000Z,147.364,147.36501,147.34599,147.347,44.68032387864053,-0.021133637666707727,0.009152470862391043,-0.03028610852909877,147.28300902010272,147.3296975,147.3763859798973,0.06337959106619925,0.6852973157196965,0.02627992120332095,87.22126733219766,86.27712869815252,147.33588555555556,147.327775,147.4234386,1,1,0,0,147.35799666666665,147.3709933333333,147.3479933333333,147.38099666666665,147.33499666666665,0.01099666666664234,0.02399333333329423,0.0009933333332980965,0.033996666666638475,0.012003333333353794
