datetime,time,open,high,low,close,RSI_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0,ATRr_14,STOCHk_14_3_3,STOCHd_14_3_3,support,resistance,dist_to_support,dist_to_resistance
2024-11-28 05:00:00+00:00,2024-11-28T05:00:00.000Z,1.055173,1.05632,1.0547,1.055728,61.50272619821365,0.0024102219770600897,-0.0006758663544758933,0.003086088331535983,1.0492093882111146,1.0547043999999999,1.060199411788885,1.042000353631829,0.5931390176514783,0.0017478262597525268,58.31811914610392,65.05226914607289,1.0475,1.05881,0.008227999999999902,0.003082000000000029
2024-11-28 06:00:00+00:00,2024-11-28T06:00:00.000Z,1.055737,1.05615,1.05509,1.055718,61.43010646367426,0.0022391266546135657,-0.000677569341537934,0.0029166959961515,1.0505322711754537,1.0550909,1.0596495288245462,0.8641205842162555,0.5687816473040451,0.0016943953698536783,52.636766873344506,58.53661280342693,1.04793,1.05881,0.007787999999999906,0.0030920000000000947
2024-11-28 07:00:00+00:00,2024-11-28T07:00:00.000Z,1.055703,1.05583,1.05498,1.055238,57.89634401832618,0.0020412699016472136,-0.000700340875603429,0.0027416107772506425,1.0514938013199764,1.0553613,1.0592287986800235,0.7329241047636601,0.48405946450131726,0.0016292096229765989,46.60850542008097,52.52113047984313,1.04958,1.05881,0.005657999999999941,0.0035720000000001306
2024-11-28 08:00:00+00:00,2024-11-28T08:00:00.000Z,1.05529,1.05579,1.05484,1.055477,59.15620750971857,0.0018820571191049407,-0.0006876429265165619,0.0025697000456215025,1.0521432072092718,1.0555638,1.0589843927907283,0.6481072561844695,0.4873121407150055,0.0015770766917220197,41.53758268426833,46.92761832589793,1.05089,1.05881,0.004586999999999897,0.0033330000000000304
2024-11-28 09:00:00+00:00,2024-11-28T09:00:00.000Z,1.055487,1.05585,1.05494,1.05501,55.652012859041484,0.0016986162539325278,-0.0006968670333511798,0.0023954832872837076,1.0528050173624706,1.0557323,1.0586595826375296,0.554550171010114,0.3766261940784691,0.0015261463188569907,27.559400981741813,38.568496362030366,1.05102,1.05881,0.003989999999999938,0.0038000000000000256
2024-11-28 10:00:00+00:00,2024-11-28T10:00:00.000Z,1.05501,1.05523,1.05425,1.05484,54.38897747689577,0.0015219760746214561,-0.0006988057701298013,0.0022207818447512575,1.0532004238283401,1.0558353,1.05847017617166,0.49910742170865413,0.31112964421151257,0.0014846529595022389,20.069975942351284,29.722319869453813,1.05102,1.05881,0.0038199999999999346,0.003970000000000029
2024-11-28 11:00:00+00:00,2024-11-28T11:00:00.000Z,1.05485,1.05556,1.05316,1.054172,49.623221317510016,0.0013129505657636376,-0.0007262650231900959,0.0020392155889537335,1.0535882133630572,1.0559129,1.058237586636943,0.44031787791262933,0.1255624366023465,0.0015538815419872572,13.899036160234282,20.50947102810913,1.05197,1.05881,0.0022020000000000373,0.00463799999999992
2024-11-28 12:00:00+00:00,2024-11-28T12:00:00.000Z,1.054148,1.05501,1.05272,1.05444,51.460843251241094,0.00115560065921394,-0.0007068919437918349,0.001862492603005775,1.054030628013234,1.0559954,1.057960171986766,0.37211752755095767,0.10417798846974038,0.0016093219109317876,23.767852494343213,19.245621532309592,1.05269,1.05881,0.0017500000000001403,0.004369999999999985
2024-11-28 13:00:00+00:00,2024-11-28T13:00:00.000Z,1.05442,1.05568,1.05307,1.053238,43.75216864323754,0.0009232655397324319,-0.0007513816506186746,0.0016746471903511064,1.0535857137986422,1.05579145,1.057997186201358,0.4178355870106522,-0.0788203499648399,0.0016843957184078512,23.18428865313278,20.283725769236757,1.05272,1.05881,0.0005179999999997964,0.005572000000000132
2024-11-28 14:00:00+00:00,2024-11-28T14:00:00.000Z,1.053208,1.0551,1.05296,1.055057,54.78931532813453,0.0008758204684606863,-0.0006390613775123363,0.0015148818459730226,1.053534034028447,1.0557623,1.0579905659715532,0.4221150862373325,0.3417379233439243,0.0017184540708130613,32.93736501079653,26.629835386090843,1.05272,1.05881,0.0023369999999998115,0.0037530000000001174
