datetime,time,open,high,low,close,RSI_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0,ATR_14,STOCHk_14_3_3,STOCHd_14_3_3,ma_9,ma_18,ma_50,rsi_divergence,macd_divergence,stoch_divergence,support,resistance,dist_to_support,dist_to_resistance
1971-12-20 00:00:00+00:00,1971-12-20T00:00:00.000Z,3.9092,3.9092,3.9092,3.9092,28.37949241173964,-0.06094543593744817,0.0011238119971485952,-0.06206924793459676,3.880155107690712,3.972085,4.064014892309288,4.628797838378985,0.1579730574010101,0.017749178718813836,9.475749929913045,3.158583309971014,3.9465444444444446,3.961583333333333,4.1159300000000005,1,1,1.0,3.8754,4.0699,0.03379999999999983,0.16069999999999984
1971-12-27 00:00:00+00:00,1971-12-27T00:00:00.000Z,3.9147,3.9147,3.9147,3.9147,30.091197511390558,-0.058955764596318794,0.002490786670622379,-0.06144655126694117,3.8809266337090644,3.964325,4.047723366290936,4.207443450823818,0.2024821815640659,0.016852179807633292,20.493411830669952,9.989720586860997,3.9378777777777776,3.9583333333333335,4.108006,1,1,1.0,3.8754,4.0633,0.03929999999999989,0.14860000000000007
1972-01-03 00:00:00+00:00,1972-01-03T00:00:00.000Z,3.9208,3.9208,3.9208,3.9208,32.03142018021205,-0.05623843503165826,0.004166492988226328,-0.06040492801988459,3.885284076867519,3.9572000000000003,4.029115923132482,3.634687310850161,0.24692669985654309,0.016066220402237735,33.221194280908215,21.063452013830403,3.930066666666667,3.9551,4.10027,1,1,1.0,3.8754,3.9943,0.045399999999999885,0.07350000000000012
1972-01-10 00:00:00+00:00,1972-01-10T00:00:00.000Z,3.8835,3.8835,3.8835,3.8835,27.081905564496832,-0.05644407785100691,0.003168680135102145,-0.05961275798610906,3.8744425457137264,3.952715,4.030987454286274,3.960440066449204,0.05785850443086307,0.017615774067088197,26.016260162601625,26.576955424726595,3.9177555555555554,3.9490000000000003,4.0919479999999995,1,1,0.0,3.8754,3.9943,0.008100000000000218,0.11079999999999979
1972-01-17 00:00:00+00:00,1972-01-17T00:00:00.000Z,3.8778,3.8778,3.8778,3.8778,26.410305772091466,-0.056416657520285796,0.00255688037265861,-0.058973537892944405,3.8639386103263123,3.9476549999999997,4.031371389673687,4.241322490120715,0.08278778939056781,0.016747553419187766,15.671432576394812,24.969629006634886,3.9059666666666666,3.9429666666666665,4.083578,0,1,0.0,3.8754,3.9943,0.0024000000000001798,0.11649999999999983
1972-01-24 00:00:00+00:00,1972-01-24T00:00:00.000Z,3.873,3.873,3.873,3.873,25.829411740592402,-0.056135155466071396,0.002270705941498412,-0.05840586140756981,3.8546820009430043,3.9416400000000005,4.028597999056997,4.412275045767558,0.10532670516595888,0.01587826427813744,2.9436501261565478,14.877114288384329,3.8968,3.9375888888888886,4.0751,0,1,0.0,3.873,3.9943,0.0,0.12129999999999974
1972-01-31 00:00:00+00:00,1972-01-31T00:00:00.000Z,3.8745,3.8745,3.8745,3.8745,26.37439986360166,-0.05515523043252957,0.002600504780032195,-0.05775573521256176,3.846953238877007,3.936045,4.025136761122993,4.526968625764842,0.15459769105340657,0.01483350935370048,1.0850354687132209,6.566706057088194,3.8920777777777777,3.932905555555555,4.066656,1,1,0.0,3.873,3.9943,0.0014999999999996128,0.11980000000000013
1972-02-07 00:00:00+00:00,1972-02-07T00:00:00.000Z,3.858,3.858,3.858,3.858,24.262522773980567,-0.055075172580808296,0.002144450105402776,-0.05721962268621107,3.836632433951121,3.930455,4.0242775660488785,4.774132564747783,0.1138722108588842,0.014954450883977986,0.4122011541631285,1.4802955830109656,3.887433333333333,3.926911111111112,4.0578899999999996,0,1,0.0,3.858,3.9943,0.0,0.13629999999999987
1972-02-14 00:00:00+00:00,1972-02-14T00:00:00.000Z,3.8491,3.8491,3.8491,3.8491,23.184152226021098,-0.055094783408310644,0.001699871422320351,-0.056794654830630995,3.825746150044477,3.9249699999999996,4.024193849955522,5.056030999244463,0.11768264366879257,0.014515565835837668,0.4122011541631285,0.6364792590131593,3.8845111111111112,3.919455555555555,4.048732,0,1,0.0,3.8491,3.9943,0.0,0.1452
1972-02-21 00:00:00+00:00,1972-02-21T00:00:00.000Z,3.8692,3.8692,3.8692,3.8692,30.677828918966167,-0.052878868433752224,0.003132629117503019,-0.05601149755125524,3.8199408429847534,3.9201350000000006,4.020329157015247,5.111770743367099,0.24581851119197898,0.014919950449349776,6.296992481203092,2.37379826317645,3.8800666666666666,3.913305555555556,4.039984,1,1,1.0,3.8491,3.9943,0.02010000000000023,0.12509999999999977
