datetime,time,open,high,low,close,RSI_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0,ATR_14,STOCHk_14_3_3,STOCHd_14_3_3,ma_9,ma_18,ma_50,rsi_divergence,macd_divergence,stoch_divergence,pp,r1,s1,r2,s2,dist_to_pp,dist_to_r1,dist_to_s1,dist_to_r2,dist_to_s2
1975-12-08 00:00:00+00:00,1975-12-08T00:00:00.000Z,1.2375,1.2375,1.2329,1.2329,32.40329635402093,-0.020038198675211172,0.0014205095654564875,-0.02145870824066766,1.2219938175124077,1.24913,1.2762661824875925,4.344813187993631,0.2009527775798812,0.01101699079246277,43.22916666666661,48.483469608721556,1.2486888888888887,1.2477444444444443,1.3099360000000002,1,1,0.0,1.2378333333333333,1.2389666666666668,1.2364666666666666,1.2403333333333335,1.2353333333333332,0.004933333333333234,0.006066666666666665,0.003566666666666496,0.007433333333333403,0.0024333333333330653
1975-12-15 00:00:00+00:00,1975-12-15T00:00:00.000Z,1.23,1.2366,1.23,1.2366,34.76885709076231,-0.019426959464685423,0.0016253990207857894,-0.021052358485471212,1.2209731650506832,1.2477800000000001,1.274586834949317,4.296724574735435,0.2914710927056855,0.01069353760245844,44.53124999999994,45.416106630824316,1.2464666666666666,1.246361111111111,1.3083,1,1,0.0,1.2344333333333335,1.2359666666666669,1.231366666666667,1.2390333333333334,1.2298333333333336,0.002166666666666428,0.0006333333333330415,0.005233333333332979,0.0024333333333335094,0.0067666666666663655
1975-12-22 00:00:00+00:00,1975-12-22T00:00:00.000Z,1.2375,1.2404,1.2375,1.2404,37.199592043742236,-0.01842354459074458,0.0021030511157813098,-0.020526595706525888,1.220402763202789,1.24682,1.2732372367972111,4.237538184695639,0.3784884269069757,0.010189635992549191,46.35416666666655,44.704861111111036,1.2441777777777778,1.2450222222222223,1.3065619999999998,1,1,1.0,1.2344,1.2388,1.2322,1.2409999999999999,1.2278,0.006000000000000005,0.0016000000000000458,0.008199999999999985,0.0005999999999999339,0.012599999999999945
1975-12-29 00:00:00+00:00,1975-12-29T00:00:00.000Z,1.2355,1.2356,1.2352,1.2356,35.40490638376211,-0.01781034439502749,0.0021730010491987223,-0.01998334544422621,1.219578140845183,1.245525,1.271471859154817,4.166413224113059,0.3087437107362306,0.009825512935562225,47.47474747474738,46.12005471380463,1.2410666666666668,1.2437666666666667,1.3047380000000002,1,1,1.0,1.2394333333333334,1.2413666666666667,1.2384666666666668,1.2423333333333333,1.2365333333333335,0.0038333333333333552,0.005766666666666698,0.002866666666666795,0.006733333333333258,0.0009333333333334526
1976-01-05 00:00:00+00:00,1976-01-05T00:00:00.000Z,1.2425,1.2438,1.2407,1.2407,38.784210612773805,-0.016720112396730213,0.0026105864379968,-0.019330698834727014,1.2198355898030193,1.244335,1.2688344101969806,3.9377515214119434,0.4258145406200832,0.009707072967991635,42.504493014825606,45.44446905207985,1.2389444444444446,1.2429,1.302466,1,1,0.0,1.2354666666666667,1.2357333333333334,1.2353333333333334,1.2358666666666667,1.2350666666666668,0.005233333333333201,0.004966666666666564,0.00536666666666652,0.004833333333333245,0.005633333333333157
1976-01-12 00:00:00+00:00,1976-01-12T00:00:00.000Z,1.2404,1.2404,1.2378,1.2387,37.94583926858856,-0.015834943595822493,0.002796604191123618,-0.01863154778694611,1.2196045458894191,1.24336,1.267115454110581,3.821170716539198,0.40191726122540206,0.009211798797138446,33.10524600847173,41.02816216601491,1.2378444444444445,1.2422222222222221,1.300296,1,1,0.0,1.2417333333333331,1.2427666666666664,1.2396666666666663,1.2448333333333332,1.238633333333333,0.0030333333333332213,0.004066666666666441,0.0009666666666663382,0.006133333333333324,6.666666666688137e-05
1976-01-19 00:00:00+00:00,1976-01-19T00:00:00.000Z,1.2392,1.2392,1.2231,1.2252,32.79295407948469,-0.016037903155272648,0.00207491570533877,-0.018112818860611418,1.2175744841161005,1.241805,1.2660355158838996,3.902467115835348,0.15735356028813466,0.00971230998458022,20.671148940228257,32.09362932117521,1.235811111111111,1.241961111111111,1.2980519999999998,0,1,0.0,1.2389666666666665,1.240133333333333,1.2375333333333332,1.2415666666666665,1.2363666666666666,0.013766666666666483,0.014933333333333021,0.012333333333333085,0.01636666666666642,0.011166666666666547
1976-01-26 00:00:00+00:00,1976-01-26T00:00:00.000Z,1.2267,1.2267,1.2228,1.2228,31.961989961833204,-0.016205601919454082,0.0015257735529258694,-0.017731375472379952,1.2152024604375762,1.2404,1.2655975395624237,4.062808700810024,0.15075955220949191,0.009290495637440993,10.211715900150127,21.32937028295004,1.2345,1.2421611111111113,1.295416,0,1,0.0,1.2291666666666667,1.2352333333333334,1.2191333333333334,1.2452666666666667,1.2130666666666667,0.006366666666666632,0.012433333333333296,0.003666666666666707,0.022466666666666635,0.009733333333333372
1976-02-02 00:00:00+00:00,1976-02-02T00:00:00.000Z,1.2273,1.2285,1.2249,1.2262,34.49439152882964,-0.015881085544730666,0.0014802319421194296,-0.017361317486850096,1.2146600180982274,1.2402149999999998,1.2657699819017723,4.121056736416253,0.2257873229206268,0.009030221851942771,4.451465580030983,11.77811014013646,1.2332333333333334,1.2420055555555554,1.292658,0,1,0.0,1.2241,1.2253999999999998,1.2215,1.2279999999999998,1.2202000000000002,0.0020999999999999908,0.0008000000000001339,0.0046999999999999265,0.0017999999999998018,0.005999999999999783
1976-02-09 00:00:00+00:00,1976-02-09T00:00:00.000Z,1.2209,1.2247,1.2201,1.2201,32.18017011656046,-0.01593246347855448,0.0011430832066364922,-0.017075546685190974,1.214850442742938,1.2402600000000001,1.2656695572570622,4.097456542509161,0.10329887301760995,0.008818036230934504,2.7441485068602556,5.802443329013793,1.231811111111111,1.24025,1.289366,0,1,0.0,1.2265333333333335,1.2281666666666669,1.224566666666667,1.2301333333333333,1.2229333333333336,0.006433333333333513,0.008066666666666888,0.004466666666667063,0.010033333333333339,0.0028333333333336874
