datetime,time,open,high,low,close,RSI_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0,ATRr_14,STOCHk_14_3_3,STOCHd_14_3_3,ma_9,ma_18,ma_50,rsi_divergence,macd_divergence,trend_status,is_trending,pp,r1,s1,r2,s2,dist_to_pp,dist_to_r1,dist_to_s1,dist_to_r2,dist_to_s2
2024-11-29 05:00:00+00:00,2024-11-29T05:00:00.000Z,0.88145,0.88150001,0.88010001,0.88104999,28.485286147544656,-0.0004189807050392069,-0.00021371368201493311,-0.0002052670230242738,0.8814853053858374,0.8831774975,0.8848696896141626,0.38320544147754515,-0.12862469402678567,0.0008553801812027318,11.253098929984361,11.27184181227024,0.88253333,0.883127775,0.883200997,0,0,-1,1,0.88168333,0.88216664,0.88091668,0.88293329,0.88043337,0.0006333400000000378,0.0011166500000000523,0.00013330999999994209,0.0018833000000000322,0.0006166199999999566
2024-11-29 06:00:00+00:00,2024-11-29T06:00:00.000Z,0.8811,0.88160002,0.88099998,0.88134998,33.07673624876963,-0.00048117316767071205,-0.0002207249157171506,-0.00026044825195356146,0.8812105399530467,0.883077496,0.8849444520469533,0.4228294924080605,0.03734422328283349,0.0008366817958026163,20.014029521497353,13.135755461750241,0.8823444366666666,0.882974995,0.8831109964000001,0,0,-1,1,0.8808833366666665,0.881666663333333,0.880266663333333,0.8822833366666665,0.8794833366666666,0.00046664333333346075,0.00031668333333301213,0.0010833166666669447,0.0009333566666664961,0.0018666433333334176
2024-11-29 07:00:00+00:00,2024-11-29T07:00:00.000Z,0.88129997,0.8818,0.8811,0.88129997,32.69982881543355,-0.0005284054028642515,-0.00021436572072855203,-0.0003140396821356995,0.8809689742643545,0.882947495,0.8849260157356456,0.4481627156426845,0.08364727487618465,0.0008266906735484149,28.219149836269594,19.828759429250436,0.8821610988888889,0.8827805477777777,0.8830239961999999,0,0,-1,1,0.88131666,0.8816333399999999,0.8810332999999999,0.8819167,0.88071662,1.668999999993037e-05,0.0003333699999998885,0.0002666700000001354,0.0006167299999999543,0.0005833500000000935
2024-11-29 08:00:00+00:00,2024-11-29T08:00:00.000Z,0.88125002,0.88150001,0.88090003,0.88134998,33.51568931335572,-0.0005553995996357974,-0.00019308793400007833,-0.0003623116656357191,0.8807891849533802,0.8828099930000001,0.8848308010466199,0.45781268056394997,0.13875514984161663,0.0008101462635699738,32.20055646201997,26.811245273262305,0.8819833177777778,0.8826444338888888,0.8829309962,0,0,-1,1,0.8813999900000001,0.8816999800000003,0.8809999800000002,0.8820999900000002,0.8806999900000001,5.001000000015576e-05,0.0003500000000002945,0.0003499999999997394,0.0007500100000001897,0.0006499899999998782
2024-11-29 09:00:00+00:00,2024-11-29T09:00:00.000Z,0.88139999,0.8818,0.88129997,0.88164997,38.34414931644547,-0.0005462887327229993,-0.00014718165366982408,-0.0003991070790531752,0.8807919727787143,0.8826524905000002,0.884513008221286,0.4215742302458987,0.23058023352034743,0.0007875502205630255,35.480552919918395,31.966753072735987,0.8818277566666666,0.8824999883333333,0.8828479955999999,0,0,-1,1,0.8812500066666665,0.8815999833333331,0.8810000033333331,0.8818499866666666,0.8806500266666665,0.0003999633333334751,4.998666666689022e-05,0.0006499666666669457,0.00020001666666658036,0.0009999433333335306
2024-11-29 10:00:00+00:00,2024-11-29T10:00:00.000Z,0.88164997,0.88169998,0.88064998,0.88080001,31.3885164517075,-0.0006007281534297082,-0.00016129685950122638,-0.0004394312939284818,0.880554543810054,0.8825024895,0.8844504351899459,0.4414595342500595,0.06300642549041809,0.0008066457404013718,32.40394542565772,33.36168493586536,0.8815722055555555,0.8823499899999999,0.8827479958,0,0,-1,1,0.8815833133333334,0.8818666566666667,0.8813666266666668,0.8820833433333334,0.8810832833333334,0.0007833033333334294,0.0010666466666667818,0.0005666166666667971,0.001283333333333414,0.00028327333333344473
2024-11-29 11:00:00+00:00,2024-11-29T11:00:00.000Z,0.88069999,0.88160002,0.87959999,0.88125002,37.819804842662286,-0.0006006359827193108,-0.0001289637510326632,-0.00047167223168664764,0.880506555307416,0.882352491,0.8841984266925841,0.4184123037930124,0.20137881714158326,0.0008933595507642297,35.80987041466534,34.564789586747146,0.8813999877777777,0.8822222138888889,0.8826569962,0,0,-1,1,0.8810499900000001,0.8814500000000001,0.8804000000000001,0.8820999900000001,0.8799999900000001,0.00020002999999990667,0.00019998000000009952,0.0008500199999998959,0.0008499700000000887,0.001250029999999902
2024-11-29 12:00:00+00:00,2024-11-29T12:00:00.000Z,0.88129997,0.88200003,0.88059998,0.88104999,36.195693747340215,-0.0006096757238126527,-0.00011040279370080398,-0.0004992729301118487,0.8803797456673792,0.8822299915,0.8840802373326209,0.4194475024534084,0.18112304884139746,0.0009301313853038907,34.735162438106435,34.31632609280983,0.8812444333333334,0.8821055477777777,0.8825709961999999,0,0,-1,1,0.8808166766666666,0.8820333633333333,0.8800333333333332,0.8828167066666667,0.8788166466666666,0.00023331333333331816,0.000983373333333315,0.0010166566666667265,0.0017667166666667233,0.0022333433333333597
2024-11-29 13:00:00+00:00,2024-11-29T13:00:00.000Z,0.88099998,0.88139999,0.87980002,0.88115001,37.63779031648133,-0.0006018314671329961,-8.204682961691781e-05,-0.0005197846375160783,0.8803070495166544,0.8821099924999999,0.8839129354833454,0.4087796303578299,0.23377347235392637,0.0009786877545421356,41.333557332138106,37.29286339496996,0.8812166577777778,0.8819916600000001,0.8825029968,1,0,-1,1,0.8812166666666666,0.8818333533333333,0.8804333033333333,0.8826167166666667,0.8798166166666666,6.665666666660908e-05,0.0006833433333333083,0.0007167066666667887,0.0014667066666667061,0.001333393333333488
2024-11-29 14:00:00+00:00,2024-11-29T14:00:00.000Z,0.8811,0.88120002,0.88020003,0.8804,31.82847363229824,-0.0006486570612770359,-0.00010309793900876605,-0.0005455591222682699,0.8800900802692849,0.8819724935,0.883854906730715,0.4268643851340314,0.08231979186560266,0.00098023031016071,33.77786429583427,36.615528022026275,0.8811444366666666,0.8818388833333333,0.8824449965999999,0,0,-1,1,0.8807833400000001,0.8817666600000003,0.8801666900000003,0.8823833100000001,0.8791833700000001,0.0003833400000001763,0.001366660000000297,0.00023330999999970903,0.0019833100000001824,0.0012166299999998298
