datetime,time,open,high,low,close,RSI_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0,ATR_14,STOCHk_14_3_3,STOCHd_14_3_3,ma_9,ma_18,ma_50,rsi_divergence,macd_divergence,stoch_divergence,pp,r1,s1,r2,s2,dist_to_pp,dist_to_r1,dist_to_s1,dist_to_r2,dist_to_s2,label
1976-07-12 00:00:00+00:00,1976-07-12T00:00:00.000Z,1.1723,1.1744,1.1685,1.1685,25.34329690689124,-0.0149875147836879,0.0020255099479321,-0.01701302473162,1.163151931894021,1.180265,1.197378068105979,2.899868776245808,0.1562568463135647,0.0058137691115792,14.136447034698644,17.08713327217455,1.1725444444444446,1.178211111111111,1.21675,1,1,0.0,1.1740666666666666,1.1748333333333332,1.1725333333333332,1.1763666666666666,1.1717666666666666,0.0055666666666664,0.006333333333333,0.0040333333333331,0.0078666666666664,0.0032666666666665,1
1976-07-19 00:00:00+00:00,1976-07-19T00:00:00.000Z,1.1666,1.1678,1.1665,1.1665,24.350630867295266,-0.0146770432612601,0.0018687851762879,-0.0165458284375481,1.1635877738400242,1.17848,1.1933722261599755,2.52736171338941,0.0977767235298494,0.0055406819729285,5.946791862284833,13.22648534887489,1.1716666666666666,1.1770833333333333,1.214888,0,1,0.0,1.1704666666666668,1.1724333333333334,1.1665333333333334,1.1763666666666668,1.1645666666666667,0.0039666666666666,0.0059333333333333,3.333333333332966e-05,0.0098666666666666,0.0019333333333333,1
1976-07-26 00:00:00+00:00,1976-07-26T00:00:00.000Z,1.1659,1.1748,1.1659,1.1748,35.620534436389455,-0.0136044283276055,0.002353120087954,-0.0159575484155596,1.164660395668491,1.177455,1.190249604331509,2.173264257489043,0.3962453261074396,0.0057811853088656,11.91432396251684,10.665854286500108,1.171988888888889,1.17645,1.213154,1,1,1.0,1.1669333333333334,1.1673666666666669,1.1660666666666668,1.1682333333333332,1.1656333333333335,0.0078666666666666,0.0074333333333334,0.0087333333333332,0.0065666666666668,0.0091666666666665,1
1976-08-02 00:00:00+00:00,1976-08-02T00:00:00.000Z,1.1772,1.1773,1.1732,1.1732,34.55193763426508,-0.0127366596094706,0.0025767110448711,-0.0153133706543418,1.164609166695213,1.176775,1.1889408333047868,2.0676566556541283,0.3530721278832081,0.0056608441450582,21.686746987951967,13.182620937584552,1.172211111111111,1.1756888888888888,1.211328,1,1,1.0,1.1718333333333335,1.177766666666667,1.168866666666667,1.1807333333333336,1.1629333333333334,0.0013666666666665,0.004566666666667,0.004333333333333,0.0075333333333336,0.0102666666666666,1
1976-08-09 00:00:00+00:00,1976-08-09T00:00:00.000Z,1.173,1.1733,1.1719,1.1725,34.07037465888436,-0.0119674771709379,0.0026767147867231,-0.014644191957661,1.164600021758077,1.17609,1.1875799782419227,1.953928396963308,0.3437769017307137,0.0053558945828113,30.52208835341398,21.3743864346276,1.1721666666666666,1.1751111111111112,1.209614,1,1,1.0,1.1745666666666668,1.1759333333333335,1.1718333333333335,1.1786666666666668,1.1704666666666668,0.0020666666666666,0.0034333333333333,0.0006666666666665,0.0061666666666666,0.0020333333333333,1
1976-08-16 00:00:00+00:00,1976-08-16T00:00:00.000Z,1.1744,1.1811,1.1744,1.1769,39.75427239621956,-0.010877462700054,0.0030133834060855,-0.0138908461061396,1.1652083045700687,1.17559,1.1859716954299315,1.7662102314465742,0.5630918142822352,0.0055880430443691,42.73057140844111,31.646468916602355,1.172688888888889,1.1747611111111111,1.208026,1,1,1.0,1.1725666666666668,1.1732333333333336,1.1718333333333335,1.1739666666666668,1.1711666666666667,0.0043333333333333,0.0036666666666664,0.0050666666666665,0.0029333333333332,0.0057333333333333,1
1976-08-23 00:00:00+00:00,1976-08-23T00:00:00.000Z,1.1794,1.1811,1.1783,1.1795,42.88756996530897,-0.0096920956621813,0.0033590003551666,-0.0130510960173479,1.1654182801479016,1.17542,1.1854217198520982,1.70181209305581,0.7039649210502593,0.0054887276265997,62.782709786514665,45.345123182789926,1.173377777777778,1.1747222222222222,1.206598,1,1,1.0,1.1774666666666669,1.1805333333333332,1.1738333333333333,1.1841666666666666,1.1707666666666667,0.0020333333333333,0.0010333333333332,0.0056666666666667,0.0046666666666665,0.0087333333333332,1
1976-08-30 00:00:00+00:00,1976-08-30T00:00:00.000Z,1.1797,1.1825,1.1797,1.1812,44.90522115943324,-0.0085173255252477,0.0036270163936801,-0.0121443419189279,1.1655952686412498,1.17532,1.18504473135875,1.654822747634699,0.802321975954093,0.0053106792236803,84.67025998731759,63.39451372742445,1.1740444444444444,1.1748,1.205624,1,1,1.0,1.179633333333333,1.1809666666666667,1.1781666666666666,1.1824333333333334,1.1768333333333332,0.0015666666666667,0.0002333333333333,0.0030333333333334,0.0012333333333334,0.0043666666666668,1
1976-09-06 00:00:00+00:00,1976-09-06T00:00:00.000Z,1.1811,1.1844,1.1811,1.1839,48.04461323729523,-0.007284473417676,0.0038878948010015,-0.0111723682186775,1.165287666688423,1.175505,1.185722333311577,1.738373432963182,0.910821480712968,0.0051668476369963,92.97988540220616,80.14428505867947,1.1752222222222224,1.1746055555555557,1.204918,1,1,1.0,1.1811333333333334,1.1825666666666668,1.1797666666666666,1.1839333333333335,1.1783333333333332,0.0027666666666665,0.0013333333333331,0.0041333333333333,3.333333333355171e-05,0.0055666666666667,1
1976-09-13 00:00:00+00:00,1976-09-13T00:00:00.000Z,1.1846,1.1929,1.1846,1.1929,56.86737297390795,-0.0055176009867559,0.0045238137855373,-0.0100414147722932,1.1635304473555133,1.17616,1.1887895526444865,2.1475909135639064,1.1627313124708332,0.0054410188492409,96.4886573320308,91.37960090718484,1.1779333333333333,1.175238888888889,1.204196,1,1,1.0,1.1831333333333334,1.1851666666666667,1.1818666666666668,1.1864333333333332,1.1798333333333335,0.0097666666666667,0.0077333333333333,0.0110333333333332,0.0064666666666668,0.0130666666666665,1
1976-09-20 00:00:00+00:00,1976-09-20T00:00:00.000Z,1.1929,1.1952,1.191,1.1925,56.408889605076745,-0.0041023294128241,0.0047512682875752,-0.0088535977003994,1.162726424471485,1.176415,1.190103575528515,2.3271677985260286,1.0875337417868232,0.0053522620348825,96.02742674415022,95.1653231594624,1.1808222222222222,1.1762444444444446,1.203012,1,1,1.0,1.1901333333333337,1.1956666666666669,1.187366666666667,1.1984333333333337,1.1818333333333335,0.0023666666666664,0.0031666666666669,0.0051333333333329,0.0059333333333335,0.0106666666666663,1
1976-09-27 00:00:00+00:00,1976-09-27T00:00:00.000Z,1.1942,1.1983,1.1933,1.1933,57.15292951809546,-0.0028829305510504,0.0047765337194791,-0.0076594642705296,1.1615831356509705,1.177005,1.1924268643490292,2.620526565142777,1.0283083689238182,0.0053842810407084,91.78429472324044,94.7667929331405,1.182877777777778,1.177433333333333,1.201746,1,1,0.0,1.1929,1.1948,1.1906,1.1971,1.1887,0.0003999999999999,0.0015,0.0026999999999999,0.0038,0.0045999999999999,1
1976-10-04 00:00:00+00:00,1976-10-04T00:00:00.000Z,1.1965,1.2044,1.1965,1.2008,63.45127516273732,-0.0012964165647486,0.0050904381646247,-0.0063868547293734,1.1598115589368192,1.178325,1.196838441063181,3.1423318801147166,1.1069914264803482,0.0057929938039866,88.66741160635748,92.1597110245827,1.1859444444444442,1.1790777777777777,1.200542,1,1,0.0,1.1949666666666667,1.1966333333333334,1.1916333333333335,1.1999666666666666,1.1899666666666668,0.0058333333333333,0.0041666666666666,0.0091666666666665,0.0008333333333334,0.0108333333333332,-1
1976-10-11 00:00:00+00:00,1976-10-11T00:00:00.000Z,1.1992,1.2005,1.197,1.197,58.739921211882496,-0.0003417812015236,0.0048360588222798,-0.0051778400238034,1.1596315063225349,1.17958,1.1995284936774653,3.3823044943904117,0.9366244459770532,0.0056504923453078,85.33215755438016,88.59462129465936,1.1886666666666668,1.180416666666667,1.19921,1,1,0.0,1.2005666666666668,1.2046333333333337,1.1967333333333336,1.2084666666666668,1.1926666666666668,0.0035666666666667,0.0076333333333336,0.0002666666666664,0.0114666666666667,0.0043333333333333,-1
1976-10-18 00:00:00+00:00,1976-10-18T00:00:00.000Z,1.1899,1.1998,1.1899,1.1976,59.254366027610686,0.0004579106779436,0.0045086005613977,-0.004050689883454,1.159879248348361,1.1809,1.2019207516516388,3.560123914241468,0.8972265187457754,0.005954315195806,84.58874458874493,86.19610458316085,1.1909666666666667,1.1818277777777777,1.197966,1,1,0.0,1.1981666666666666,1.1993333333333331,1.1958333333333333,1.2016666666666664,1.1946666666666668,0.0005666666666666,0.0017333333333331,0.0017666666666666,0.0040666666666664,0.0029333333333332,1
1976-10-25 00:00:00+00:00,1976-10-25T00:00:00.000Z,1.2029,1.2048,1.2005,1.2039,64.28917104274696,0.0015817956470083,0.0045059884243699,-0.0029241927773615,1.1595314049296237,1.18245,1.2053685950703763,3.87645905879767,0.9679606218036726,0.0060433706856228,86.93441947940671,85.61844054084395,1.1936777777777778,1.1835277777777775,1.197072,1,1,1.0,1.1957666666666666,1.201633333333333,1.191733333333333,1.2056666666666669,1.1858666666666666,0.0081333333333333,0.0022666666666666,0.0121666666666666,0.0017666666666666,0.0180333333333333,-1
1976-11-01 00:00:00+00:00,1976-11-01T00:00:00.000Z,1.2026,1.2039,1.199,1.199,58.2593122235076,0.0020534229515802,0.0039820925831534,-0.0019286696315732,1.1602985632623313,1.18379,1.2072814367376683,3.96885203248357,0.8237349884098588,0.0059616348721945,87.46495277589734,86.32937228134966,1.1956555555555557,1.18485,1.196182,1,1,1.0,1.2030666666666667,1.2056333333333336,1.2013333333333334,1.207366666666667,1.1987666666666663,0.0040666666666666,0.0066333333333334,0.0023333333333332,0.0083666666666668,0.0002333333333335,1
1976-11-08 00:00:00+00:00,1976-11-08T00:00:00.000Z,1.2008,1.2011,1.1998,1.2011,59.99124967070767,0.0025670520597025,0.0035965773530205,-0.001029525293318,1.1610545279838944,1.18518,1.2093054720161054,4.071191214179363,0.8299417310751974,0.0056855953334435,89.60366512737555,88.00101246089321,1.197566666666667,1.1863944444444443,1.195512,1,1,1.0,1.2006333333333332,1.2022666666666664,1.1973666666666665,1.2055333333333331,1.195733333333333,0.0004666666666668,0.0011666666666663,0.0037333333333335,0.004433333333333,0.0053666666666667,1
1976-11-15 00:00:00+00:00,1976-11-15T00:00:00.000Z,1.1998,1.1999,1.1985,1.1996,58.13570177600718,0.0028205557534199,0.0030800648373904,-0.0002595090839704,1.1619510327416491,1.1864,1.2108489672583505,4.12153864773273,0.769950052706043,0.0054650409930106,84.67311896763172,87.2472456236349,1.198311111111111,1.188122222222222,1.194752,1,1,0.0,1.2006666666666668,1.2015333333333336,1.2002333333333337,1.2019666666666668,1.1993666666666667,0.0010666666666667,0.0019333333333335,0.0006333333333334,0.0023666666666668,0.0002333333333333,1
1976-11-22 00:00:00+00:00,1976-11-22T00:00:00.000Z,1.2054,1.2057,1.2038,1.2038,61.70715230703552,0.0033220694080031,0.0028652627935788,0.0004568066144242,1.1631322692105148,1.187925,1.2127177307894854,4.174123920194506,0.8201543253704936,0.0055104247618388,88.23807655495301,87.50495354998675,1.199566666666667,1.1901944444444446,1.19417,1,1,1.0,1.1993333333333334,1.2001666666666668,1.1987666666666668,1.2007333333333334,1.1979333333333333,0.0044666666666666,0.0036333333333331,0.0050333333333332,0.0030666666666665,0.0058666666666666,1
1976-11-29 00:00:00+00:00,1976-11-29T00:00:00.000Z,1.2045,1.2045,1.2018,1.2037,61.57246621075874,0.0036691576626421,0.0025698808385743,0.0010992768240678,1.1656726469291343,1.189685,1.2136973530708657,4.036758145368829,0.7918289590078622,0.0053095586745932,89.42270752681804,87.44463434980094,1.2007222222222222,1.1918,1.193512,1,1,1.0,1.2044333333333332,1.2050666666666665,1.2031666666666665,1.2063333333333333,1.2025333333333332,0.0007333333333332,0.0013666666666665,0.0005333333333334,0.0026333333333332,0.0011666666666667,1
1976-12-06 00:00:00+00:00,1976-12-06T00:00:00.000Z,1.207,1.2071,1.2057,1.2071,64.41628638882725,0.0041705042135686,0.0024569819116006,0.001713522301968,1.1690598217839736,1.191715,1.214370178216026,3.802113461024868,0.8395470972088154,0.0051730849969286,95.12446191278308,90.92841533151804,1.2014222222222224,1.1936833333333334,1.192846,1,1,1.0,1.2033333333333334,1.2048666666666668,1.2021666666666668,1.2060333333333333,1.2006333333333334,0.0037666666666666,0.0022333333333333,0.0049333333333332,0.0010666666666667,0.0064666666666666,1
1976-12-13 00:00:00+00:00,1976-12-13T00:00:00.000Z,1.2069,1.2102,1.2069,1.2102,66.82682513433616,0.0047630634290971,0.0024396329017033,0.0023234305273938,1.1708610945016136,1.193485,1.2161089054983862,3.791234158516669,0.8694101356901497,0.0050392234174093,97.43589743589745,93.9943556251662,1.202888888888889,1.1957777777777778,1.192338,1,1,1.0,1.2066333333333332,1.2075666666666665,1.2061666666666664,1.2080333333333333,1.2052333333333332,0.0035666666666667,0.0026333333333334,0.0040333333333335,0.0021666666666666,0.0049666666666667,1
1976-12-20 00:00:00+00:00,1976-12-20T00:00:00.000Z,1.2149,1.2158,1.2139,1.2139,69.48397202901803,0.0054681959947779,0.0025158123739073,0.0029523836208706,1.173241436312008,1.19552,1.2177985636879922,3.727008111615377,0.9125041510172954,0.00507929828974,97.55469755469754,96.7050189677927,1.2047,1.1978333333333333,1.191802,1,1,1.0,1.2091,1.2113,1.2080000000000002,1.2124,1.2058000000000002,0.0047999999999999,0.0025999999999999,0.0058999999999997,0.0015,0.0080999999999997,1
1976-12-27 00:00:00+00:00,1976-12-27T00:00:00.000Z,1.2183,1.2183,1.2171,1.2171,71.60253345391726,0.0062136053155277,0.0026089773557256,0.003604627959802,1.176218673984171,1.19775,1.2192813260158293,3.595295515062273,0.949345293127196,0.0050307551600159,96.14624685047234,97.04561394702245,1.2061666666666666,1.1999222222222223,1.19137,1,1,0.0,1.2145333333333337,1.215166666666667,1.213266666666667,1.2164333333333337,1.2126333333333337,0.0025666666666666,0.0019333333333331,0.0038333333333331,0.0006666666666665,0.0044666666666666,1
1977-01-03 00:00:00+00:00,1977-01-03T00:00:00.000Z,1.2229,1.2229,1.2148,1.2148,67.95103059477343,0.0065433293666501,0.0023509611254784,0.0041923682411717,1.1791406126646042,1.199645,1.2201493873353957,3.41840916861165,0.8695550555133875,0.0052500784916223,87.9644286686542,93.8884576912747,1.207922222222222,1.201788888888889,1.1911619999999998,1,1,0.0,1.2175,1.2179,1.2167,1.2187,1.2163000000000002,0.0026999999999999,0.0030999999999998,0.0019,0.0038999999999997,0.0015,-1
1977-01-10 00:00:00+00:00,1977-01-10T00:00:00.000Z,1.2064,1.2093,1.2031,1.2031,53.11271864328505,0.0057937589865706,0.0012811125963191,0.0045126463902514,1.1824924197124371,1.200825,1.2191575802875627,3.053330882945089,0.5620480031810756,0.0057109658270928,70.40973111395671,84.84013554436109,1.2081444444444445,1.2028555555555556,1.190768,0,1,0.0,1.2175000000000002,1.2202000000000004,1.2121000000000004,1.2256000000000002,1.2094000000000005,0.0144000000000001,0.0171000000000003,0.0090000000000003,0.0225000000000001,0.0063000000000001,-1
1977-01-17 00:00:00+00:00,1977-01-17T00:00:00.000Z,1.2026,1.2026,1.1988,1.2012,51.15899610958942,0.004988896050764,0.00038099972841,0.0046078963223539,1.1858536663049093,1.201825,1.2177963336950903,2.657846807162545,0.4804336941444034,0.005610146264003,49.89898989899002,69.42438322720032,1.2083222222222223,1.2033166666666668,1.190268,0,1,0.0,1.2051666666666667,1.2072333333333334,1.2010333333333334,1.2113666666666667,1.1989666666666667,0.0039666666666666,0.0060333333333333,0.0001666666666666,0.0101666666666666,0.0022333333333333,-1
1977-01-24 00:00:00+00:00,1977-01-24T00:00:00.000Z,1.1967,1.1967,1.1932,1.1955,45.72494763172208,0.0038467510605932,-0.0006089162094085,0.0044556672700018,1.1883523169821582,1.202405,1.2164576830178415,2.337429238541389,0.2543173787086387,0.0057809071768605,27.32884399551071,49.21252166948582,1.2074,1.2034833333333337,1.189776,0,0,0.0,1.2008666666666663,1.202933333333333,1.1991333333333332,1.2046666666666663,1.1970666666666667,0.0053666666666665,0.0074333333333329,0.0036333333333331,0.0091666666666663,0.0015666666666667,1
1977-01-31 00:00:00+00:00,1977-01-31T00:00:00.000Z,1.1985,1.1985,1.1957,1.1957,45.94191875867504,0.0029240249166067,-0.0012253138827161,0.0041493387993228,1.1888219573344707,1.2025450000000002,1.2162680426655297,2.282333328986355,0.2506019558915323,0.0055822092815278,16.801346801346735,31.34306023194916,1.206511111111111,1.2036166666666668,1.189406,0,0,0.0,1.1951333333333334,1.1970666666666667,1.1935666666666669,1.1986333333333334,1.191633333333333,0.0005666666666666,0.0013666666666667,0.0021333333333333,0.0029333333333334,0.0040666666666666,1
1977-02-07 00:00:00+00:00,1977-02-07T00:00:00.000Z,1.1976,1.1998,1.1976,1.1998,50.32591445257653,0.0024948346338067,-0.0013236033324128,0.0038184379662196,1.1899055546062147,1.20291,1.2159144453937851,2.16216431716175,0.3804255042861648,0.0054763066695002,12.794612794612606,18.97493453049002,1.2057,1.203561111111111,1.189148,0,0,0.0,1.1966333333333332,1.1975666666666664,1.1947666666666663,1.1994333333333331,1.1938333333333333,0.0031666666666667,0.0022333333333335,0.0050333333333334,0.0003666666666668,0.0059666666666666,1
1977-02-14 00:00:00+00:00,1977-02-14T00:00:00.000Z,1.2034,1.2034,1.2012,1.2018,52.35570497267538,0.0022896874363562,-0.0012230004238906,0.0035126878602469,1.1910806497520292,1.203335,1.2155893502479709,2.0367312922786813,0.4373691803751798,0.0053422488895145,19.86531986531963,16.487093153759663,1.2047666666666668,1.2038277777777775,1.18914,0,0,1.0,1.1990666666666667,1.2005333333333337,1.1983333333333337,1.2012666666666667,1.1968666666666667,0.0027333333333332,0.0012666666666665,0.0034666666666665,0.0005333333333332,0.0049333333333332,1
1977-02-21 00:00:00+00:00,1977-02-21T00:00:00.000Z,1.2028,1.2028,1.1996,1.2025,53.07838658322121,0.0021587067268282,-0.0010831849067349,0.0032418916335632,1.1912136737713617,1.20342,1.2156263262286382,2.028606177168115,0.4623146234678889,0.0051891930782802,27.497194163860488,20.052375607930912,1.2035,1.2041,1.189284,0,0,1.0,1.2021333333333335,1.203066666666667,1.200866666666667,1.2043333333333337,1.1999333333333335,0.0003666666666664,0.000566666666667,0.0016333333333329,0.0018333333333335,0.0025666666666663,1
1977-02-28 00:00:00+00:00,1977-02-28T00:00:00.000Z,1.2032,1.2032,1.2008,1.2013,51.63252294909994,0.0019357593706241,-0.0010449058103512,0.0029806651809754,1.1917410897935143,1.203635,1.2155289102064857,1.9763317295501823,0.4018405234501133,0.0049899190199286,29.180695847362237,25.514403292180788,1.2017444444444445,1.2039555555555554,1.189574,0,0,1.0,1.201633333333333,1.2036666666666669,1.2004666666666666,1.2048333333333334,1.1984333333333332,0.0003333333333332,0.0023666666666666,0.0008333333333334,0.0035333333333333,0.0028666666666667,1
1977-03-07 00:00:00+00:00,1977-03-07T00:00:00.000Z,1.2003,1.2003,1.1988,1.1988,48.65870993347786,0.0015395953807706,-0.0011528558401638,0.0026924512209344,1.19191188071859,1.2036950000000002,1.2154781192814104,1.9578247448747697,0.2922875987633103,0.0048120295463252,25.813692480358995,27.49719416386058,1.1999666666666666,1.2039444444444447,1.1898259999999998,0,0,0.0,1.2017666666666666,1.2027333333333332,1.2003333333333333,1.2041666666666666,1.1993666666666667,0.0029666666666665,0.0039333333333331,0.0015333333333331,0.0053666666666665,0.0005666666666666,1
1977-03-14 00:00:00+00:00,1977-03-14T00:00:00.000Z,1.1988,1.2006,1.1988,1.2006,50.85353434634388,0.0013552549855206,-0.001069756988331,0.0024250119738516,1.191670809471134,1.20353,1.2153891905288658,1.970734510791731,0.3764671166692054,0.0045968417653995,23.681257014590184,26.225215114103808,1.1996888888888888,1.2039166666666667,1.1901000000000002,0,0,0.0,1.1993,1.1998,1.1983,1.2008,1.1978000000000002,0.0012999999999998,0.0007999999999999,0.0022999999999997,0.0001999999999999,0.0027999999999996,1
1977-03-21 00:00:00+00:00,1977-03-21T00:00:00.000Z,1.2009,1.2018,1.2009,1.2009,51.22776477559917,0.0012193158725981,-0.0009645568810028,0.0021838727536009,1.191882619491775,1.2036250000000002,1.2153673805082252,1.951169260895224,0.38396730977627,0.0043541653770621,23.23232323232312,24.242424242424107,1.1996555555555557,1.203988888888889,1.19046,0,0,0.0,1.2,1.2011999999999998,1.1994,1.2017999999999998,1.1982000000000002,0.0009000000000001,0.0002999999999997,0.0015,0.0008999999999996,0.0026999999999999,1
1977-03-28 00:00:00+00:00,1977-03-28T00:00:00.000Z,1.2018,1.2018,1.2009,1.2009,51.22776477559916,0.0010989155320166,-0.0008679657772674,0.0019668813092841,1.1918636979444854,1.203615,1.2153663020555148,1.9526679304453112,0.3844808861531253,0.0041073969454471,25.589225589225464,24.16760194537959,1.2002555555555556,1.2038277777777775,1.190814,0,0,1.0,1.2012,1.2015,1.2006,1.2021,1.2003,0.0002999999999999,0.0005999999999999,0.0002999999999999,0.0011999999999998,0.0005999999999999,1
1977-04-04 00:00:00+00:00,1977-04-04T00:00:00.000Z,1.2012,1.2018,1.2012,1.2018,52.486556657120914,0.0010638563987175,-0.0007224199284532,0.0017862763271708,1.1920854338568851,1.203725,1.2153645661431147,1.9339244666538933,0.4173079143873992,0.0038782606629268,26.936026936026902,25.252525252525164,1.2009333333333332,1.203722222222222,1.191246,1,0,1.0,1.2012,1.2015,1.2006,1.2021,1.2003,0.0005999999999999,0.0002999999999999,0.0011999999999998,0.0002999999999999,0.0014999999999998,1
