datetime,time,open,high,low,close,RSI_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0,ATRr_14,STOCHk_14_3_3,STOCHd_14_3_3,ma_9,ma_18,ma_50,rsi_divergence,macd_divergence,trend_status,is_trending,pp,r1,s1,r2,s2,dist_to_pp,dist_to_r1,dist_to_s1,dist_to_r2,dist_to_s2,label
2022-08-05 19:00:00+00:00,2022-08-05T19:00:00.000Z,1.2943,1.29435,1.2919,1.29345,68.52570901407184,0.0017585625977813,0.0008222264973924,0.0009363361003889,1.2815483155360388,1.286855,1.292161684463961,0.8247525111937395,1.1213861069739754,0.003311518129099,78.74354561101488,77.64636409214658,1.2880888888888888,1.2869166666666667,1.284568,1,1,1,1,1.2934666666666668,1.2990333333333337,1.2884833333333334,1.3040166666666668,1.2829166666666667,1.6666666666775853e-05,0.0055833333333334,0.0049666666666665,0.0105666666666668,0.0105333333333332,-1
2022-08-05 23:00:00+00:00,2022-08-05T23:00:00.000Z,1.2934,1.29395,1.2928,1.2937,68.94652705098409,0.0020483150684733,0.0008895831744675,0.0011587318940058,1.281224130857232,1.287265,1.293305869142768,0.938558749405604,1.0326220323530586,0.0031563190125249,71.58634538152575,76.02585373669656,1.2891222222222225,1.2871833333333331,1.2846620000000002,1,1,1,1,1.2932333333333332,1.2945666666666664,1.2921166666666666,1.295683333333333,1.2907833333333334,0.0004666666666668,0.0008666666666663,0.0015833333333334,0.001983333333333,0.0029166666666666,-1
2022-08-07 23:00:00+00:00,2022-08-07T23:00:00.000Z,1.2935,1.2947,1.29295,1.29435,70.06711264033432,0.0023038383424516,0.0009160851587566,0.0013877531836949,1.280845134999497,1.2876275,1.294409865000503,1.053466938303663,0.995586716396228,0.0030553815212629,72.18875502007988,74.17288200420684,1.2901333333333331,1.287661111111111,1.284796,1,1,1,1,1.293483333333333,1.294166666666667,1.2930166666666667,1.2946333333333333,1.2923333333333331,0.0008666666666665,0.0001833333333332,0.0013333333333331,0.0002833333333334,0.0020166666666665,-1
2022-08-08 03:00:00+00:00,2022-08-08T03:00:00.000Z,1.29445,1.29505,1.2931,1.29315,65.37670633146631,0.0023820535759964,0.0007954403138411,0.0015866132621552,1.280656992273424,1.28784,1.2950230077265756,1.115512443560654,0.8696223227182506,0.0029760710083744,71.58634538152573,71.78714859437711,1.2909388888888889,1.2880277777777778,1.2849199999999998,1,1,1,1,1.2939999999999998,1.2950499999999996,1.2932999999999997,1.2957499999999995,1.29225,0.0008499999999997,0.0018999999999995,0.0001499999999996,0.0025999999999997,0.0009000000000001,-1
2022-08-08 07:00:00+00:00,2022-08-08T07:00:00.000Z,1.2932,1.2934,1.28885,1.2894,53.35635633011778,0.0021170421085343,0.0004243430771032,0.001692699031431,1.2808757892181053,1.2880224999999998,1.2951692107818944,1.1097183134447652,0.5963730058511677,0.0030889633187746,62.95180722891545,68.90896921017368,1.291211111111111,1.2882888888888888,1.2849879999999998,0,1,1,1,1.2937666666666665,1.294433333333333,1.292483333333333,1.2957166666666666,1.2918166666666664,0.0043666666666664,0.005033333333333,0.0030833333333328,0.0063166666666665,0.0024166666666662,-1
2022-08-08 11:00:00+00:00,2022-08-08T11:00:00.000Z,1.2894,1.2914,1.2882,1.2883,50.427439152556666,0.0017975369176905,8.387030900759381e-05,0.0017136666086829,1.280994762828967,1.28811,1.295225237171033,1.1047561421047918,0.5133516280225644,0.0030969252121803,50.80321285140575,61.78045515394897,1.2913555555555556,1.2883638888888889,1.285032,0,1,1,1,1.29055,1.29225,1.2877,1.2951,1.286,0.00225,0.0039500000000001,0.0005999999999999,0.0068000000000001,0.0022999999999999,-1
2022-08-08 15:00:00+00:00,2022-08-08T15:00:00.000Z,1.2883,1.2884,1.28395,1.28545,43.729619043496136,0.0012993771594203,-0.0003314315594101,0.0016308087188304,1.2810969344198462,1.2881475,1.2951980655801538,1.094682958303117,0.3087032898755643,0.0031939207200284,33.21559855055428,48.99020621029183,1.2912055555555555,1.2884305555555555,1.284976,0,0,1,1,1.2893,1.2904000000000002,1.2872,1.2925000000000002,1.2861,0.0038500000000001,0.0049500000000002,0.0017500000000001,0.0070500000000002,0.00065,1
2022-08-08 19:00:00+00:00,2022-08-08T19:00:00.000Z,1.28545,1.2868,1.2847,1.28605,45.37456835728707,0.0009421365834603,-0.0005509377082961,0.0014930742917564,1.2810105697267915,1.2881025,1.2951944302732084,1.1011437790406315,0.355293275530792,0.003115522860221,22.88254218716945,35.633784529709835,1.2908777777777778,1.2884583333333337,1.285059,0,0,1,1,1.2859333333333334,1.2879166666666668,1.2834666666666668,1.2903833333333334,1.2814833333333333,0.0001166666666665,0.0018666666666669,0.0025833333333331,0.0043333333333335,0.0045666666666666,1
2022-08-08 23:00:00+00:00,2022-08-08T23:00:00.000Z,1.286,1.2864,1.285,1.2857,44.55632311800456,0.0006235904161586,-0.0006955871004782,0.0013191775166368,1.281213642373786,1.288175,1.2951363576262145,1.0808093040486255,0.3222329513226008,0.0029926060180333,13.953723464001186,23.350621400574976,1.2899500000000002,1.288522222222222,1.285136,0,0,1,1,1.28585,1.287,1.2849,1.28795,1.28375,0.0001499999999998,0.0012999999999998,0.0008000000000001,0.0022499999999998,0.0019500000000001,1
2022-08-09 03:00:00+00:00,2022-08-09T03:00:00.000Z,1.2856,1.2874,1.28485,1.2853,43.58888461693836,0.0003350019327612,-0.0007873404671004,0.0011223423998617,1.281181463185883,1.2881625,1.2951435368141164,1.08387518098323,0.2949803105026299,0.0029609004061706,11.954022988506324,16.263429546558985,1.2890444444444444,1.2885666666666669,1.285186,0,0,1,1,1.2857,1.2864000000000002,1.285,1.2871,1.2843,0.0003999999999999,0.0011000000000001,0.0002999999999999,0.0018,0.0010000000000001,1
