datetime,open,high,low,close
2024-11-26 22:00:00+00:00,153.33,153.495,153.27,153.39
2024-11-26 23:00:00+00:00,153.38,153.41,153.085007,153.11
2024-11-27 00:00:00+00:00,153.11,153.16499,153.029999,153.059998
2024-11-27 01:00:00+00:00,153.059998,153.155,153.0050049,153.105
2024-11-27 02:00:00+00:00,153.105,153.13499,153.050003,153.080002
2024-11-27 03:00:00+00:00,153.080002,153.24001,152.935,152.935
2024-11-27 04:00:00+00:00,152.94,153.014999,152.75999,152.91499
2024-11-27 05:00:00+00:00,152.91499,153.029999,152.505,152.55
2024-11-27 06:00:00+00:00,152.56,152.75,152.53,152.645
2024-11-27 07:00:00+00:00,152.64,152.66,152.38,152.455
2024-11-27 08:00:00+00:00,152.455,152.47,152.25,152.31
2024-11-27 09:00:00+00:00,152.315,152.47501,152.235,152.44
2024-11-27 10:00:00+00:00,152.45,152.47,152.070007,152.080002
2024-11-27 11:00:00+00:00,152.070007,152.175,151.84,151.95
2024-11-27 12:00:00+00:00,151.95,151.95,151.44,151.82001
2024-11-27 13:00:00+00:00,151.825,151.905,151.36,151.47501
2024-11-27 14:00:00+00:00,151.47,151.515,151.22,151.395
2024-11-27 15:00:00+00:00,151.39,151.625,151.37,151.485
2024-11-27 16:00:00+00:00,151.5,151.605,151.31,151.495
2024-11-27 17:00:00+00:00,151.485,151.63,151.3,151.34
2024-11-27 18:00:00+00:00,151.34,151.495,151.0,151.42999
2024-11-27 19:00:00+00:00,151.38,151.81,150.935,151.11
2024-11-27 20:00:00+00:00,151.11,151.38,150.45,150.71001
2024-11-27 21:00:00+00:00,150.7,150.87,150.53,150.78
2024-11-27 22:00:00+00:00,150.75999,150.905,150.67999,150.855
2024-11-27 23:00:00+00:00,150.86,151.065002,150.86,151.029999
2024-11-28 00:00:00+00:00,151.024994,151.22501,151.024994,151.089996
2024-11-28 01:00:00+00:00,151.095001,151.19501,151.089996,151.105
2024-11-28 02:00:00+00:00,151.11501,151.145,150.94,150.99001
2024-11-28 03:00:00+00:00,150.97,151.38499,150.92999,151.345
2024-11-28 04:00:00+00:00,151.32001,151.7,151.28,151.7
2024-11-28 05:00:00+00:00,151.67999,151.75,151.41,151.425
2024-11-28 06:00:00+00:00,151.42,151.62,151.34,151.44
2024-11-28 07:00:00+00:00,151.44,151.72,151.41499,151.625
2024-11-28 08:00:00+00:00,151.63,151.66,151.53,151.625
2024-11-28 09:00:00+00:00,151.625,151.675,151.485,151.545
2024-11-28 10:00:00+00:00,151.52,151.66,151.36501,151.545
2024-11-28 11:00:00+00:00,151.55,151.78,151.53999,151.755
2024-11-28 12:00:00+00:00,151.75999,151.925,151.69,151.83501
2024-11-28 13:00:00+00:00,151.82001,151.985,151.795,151.895
2024-11-28 14:00:00+00:00,151.88,151.995,151.84,151.855
2024-11-28 15:00:00+00:00,151.85001,151.905,151.75999,151.875
2024-11-28 16:00:00+00:00,151.83,151.875,151.64,151.765
2024-11-28 17:00:00+00:00,151.77,151.795,151.56,151.57001
2024-11-28 18:00:00+00:00,151.57001,151.655,151.48,151.52
2024-11-28 19:00:00+00:00,151.52499,151.58501,151.41,151.52
2024-11-28 20:00:00+00:00,151.53,151.61501,151.47,151.485
2024-11-28 21:00:00+00:00,151.48,151.595,151.46001,151.49001
2024-11-28 22:00:00+00:00,151.495,151.605,151.46001,151.535
2024-11-28 23:00:00+00:00,151.535,151.625,151.47,151.535
2024-11-29 00:00:00+00:00,151.5,151.595,151.485,151.485
2024-11-29 01:00:00+00:00,151.45,151.56,151.435,151.55
2024-11-29 02:00:00+00:00,151.55,151.56,151.53,151.545
2024-11-29 03:00:00+00:00,151.53999,151.53999,150.985,151.19501
2024-11-29 04:00:00+00:00,151.17999,151.21001,150.53,150.58501
2024-11-29 05:00:00+00:00,150.58,150.62,149.855,149.94501
2024-11-29 06:00:00+00:00,149.94,150.39,149.94,150.16499
2024-11-29 07:00:00+00:00,150.16,150.38,150.059998,150.10001
2024-11-29 08:00:00+00:00,150.10001,150.13499,149.75999,150.0099945
2024-11-29 09:00:00+00:00,150.020004,150.28,149.94,150.105
2024-11-29 10:00:00+00:00,150.089996,150.22501,149.97,150.0
2024-11-29 11:00:00+00:00,149.97,150.014999,149.53999,149.995
2024-11-29 12:00:00+00:00,150.0,150.28,150.0,150.19
2024-11-29 13:00:00+00:00,150.17999,150.31,149.92999,150.16
2024-11-29 14:00:00+00:00,150.16,150.375,149.94,149.965
2024-11-29 15:00:00+00:00,149.965,150.085007,149.83,150.039993
2024-11-29 16:00:00+00:00,150.029999,150.285,150.0,150.145
2024-11-29 17:00:00+00:00,150.16,150.245,149.94,149.97
2024-11-29 18:00:00+00:00,149.965,150.19501,149.88,149.94
2024-11-29 19:00:00+00:00,149.94,150.355,149.92,150.19
2024-11-29 20:00:00+00:00,150.16,150.535,150.16,150.42
2024-11-29 21:00:00+00:00,150.435,150.45,149.58501,149.60001
2024-11-29 22:00:00+00:00,149.605,149.72501,149.47,149.64
2024-11-29 23:00:00+00:00,149.64999,149.745,149.485,149.61
2024-11-30 00:00:00+00:00,149.61,149.67,149.53999,149.64
2024-11-30 01:00:00+00:00,149.64999,149.765,149.61,149.765
2024-12-02 02:00:00+00:00,149.66,149.75,149.5,149.61501
2024-12-02 03:00:00+00:00,149.60001,150.070007,149.55,149.855
2024-12-02 04:00:00+00:00,149.88,150.285,149.81,150.2
2024-12-02 05:00:00+00:00,150.2,150.56,150.155,150.53
2024-12-02 06:00:00+00:00,150.55,150.69,150.47,150.60001
2024-12-02 07:00:00+00:00,150.60001,150.75,150.5,150.52
2024-12-02 08:00:00+00:00,150.52,150.67999,150.44,150.58
2024-12-02 09:00:00+00:00,150.56,150.75,150.50999,150.72
2024-12-02 10:00:00+00:00,150.72,150.72,150.25,150.33
2024-12-02 11:00:00+00:00,150.31,150.45,149.995,150.25
2024-12-02 12:00:00+00:00,150.25,150.38,150.070007,150.22
